[2026-06-02 01:33:11][INFO] Loading resources...
[2026-06-02 01:46:06][FINE] Scheduled update for region-file: (0, 3) (Map: world)
[2026-06-02 01:46:06][FINE] Scheduled update for region-file: (0, 4) (Map: world)
[2026-06-02 01:46:06][FINE] Scheduled update for region-file: (-1, 3) (Map: world)
[2026-06-02 01:46:06][FINE] Scheduled update for region-file: (-1, 4) (Map: world)
[2026-06-02 01:46:07][FINE] Scheduled update for region-file: (0, -1) (Map: world)
[2026-06-02 01:46:07][FINE] Scheduled update for region-file: (0, 0) (Map: world)
[2026-06-02 01:46:11][FINE] Scheduled update for region-file: (3, 3) (Map: world)
[2026-06-02 01:46:19][FINE] Scheduled update for region-file: (3, 3) (Map: world)
[2026-06-02 01:46:27][FINE] Scheduled update for region-file: (3, 3) (Map: world)
[2026-06-02 01:46:30][FINE] Scheduled update for region-file: (0, 0) (Map: world)
[2026-06-02 01:46:31][FINE] Scheduled update for region-file: (-1, 0) (Map: world)
[2026-06-02 01:46:43][FINE] Scheduled update for region-file: (3, 2) (Map: world)
[2026-06-02 01:46:43][FINE] Scheduled update for region-file: (2, 2) (Map: world)
[2026-06-02 01:46:43][FINE] Scheduled update for region-file: (-4, 8) (Map: world)
[2026-06-02 01:46:43][FINE] Scheduled update for region-file: (-5, 7) (Map: world)
[2026-06-02 01:46:43][FINE] Scheduled update for region-file: (-4, 7) (Map: world)
[2026-06-02 01:46:43][FINE] Scheduled update for region-file: (-5, 8) (Map: world)
[2026-06-02 01:46:43][FINE] Scheduled update for region-file: (3, 3) (Map: world)
[2026-06-02 01:46:43][FINE] Scheduled update for region-file: (4, 5) (Map: world)
[2026-06-02 01:46:43][FINE] Scheduled update for region-file: (5, 5) (Map: world)
[2026-06-02 01:46:43][FINE] Scheduled update for region-file: (-1, -1) (Map: world)
[2026-06-02 01:46:43][FINE] Scheduled update for region-file: (4, 6) (Map: world)
[2026-06-02 01:46:43][FINE] Scheduled update for region-file: (5, 6) (Map: world)
[2026-06-02 01:46:43][FINE] Scheduled update for region-file: (0, -1) (Map: world)
[2026-06-02 01:46:44][FINE] Scheduled update for region-file: (0, 0) (Map: world)
[2026-06-02 01:46:44][FINE] Scheduled update for region-file: (-1, 0) (Map: world)
[2026-06-02 01:46:51][FINE] Scheduled update for region-file: (3, 3) (Map: world)
[2026-06-02 01:46:53][FINE] Scheduled update for region-file: (0, 0) (Map: world)
[2026-06-02 01:46:53][FINE] Scheduled update for region-file: (-1, 0) (Map: world)
[2026-06-02 01:47:18][FINE] Scheduled update for region-file: (8, 0) (Map: world)
[2026-06-02 01:47:20][FINE] Scheduled update for region-file: (7, 0) (Map: world)
[2026-06-02 01:47:26][FINE] Scheduled update for region-file: (-5, 6) (Map: world)
[2026-06-02 01:47:27][FINE] Scheduled update for region-file: (-4, 6) (Map: world)
[2026-06-02 01:47:29][FINE] Scheduled update for region-file: (-10, 6) (Map: world)
[2026-06-02 01:47:29][FINE] Scheduled update for region-file: (-10, 7) (Map: world)
[2026-06-02 01:47:29][FINE] Scheduled update for region-file: (-9, 6) (Map: world)
[2026-06-02 01:47:29][FINE] Scheduled update for region-file: (-9, 7) (Map: world)
[2026-06-02 01:47:29][FINE] Scheduled update for region-file: (-8, -7) (Map: world)
[2026-06-02 01:47:29][FINE] Scheduled update for region-file: (-8, -6) (Map: world)
[2026-06-02 01:47:29][FINE] Scheduled update for region-file: (-3, -10) (Map: world)
[2026-06-02 01:47:29][FINE] Scheduled update for region-file: (-3, -9) (Map: world)
[2026-06-02 01:47:30][FINE] Scheduled update for region-file: (-8, -1) (Map: world)
[2026-06-02 01:47:30][FINE] Scheduled update for region-file: (-9, -1) (Map: world)
[2026-06-02 01:47:30][FINE] Scheduled update for region-file: (7, 7) (Map: world)
[2026-06-02 01:47:30][FINE] Scheduled update for region-file: (7, 8) (Map: world)
[2026-06-02 01:47:30][FINE] Scheduled update for region-file: (6, 7) (Map: world)
[2026-06-02 01:47:30][FINE] Scheduled update for region-file: (6, 8) (Map: world)
[2026-06-02 01:47:30][FINE] Scheduled update for region-file: (1, -2) (Map: world)
[2026-06-02 01:47:30][FINE] Scheduled update for region-file: (1, -1) (Map: world)
[2026-06-02 01:47:30][FINE] Scheduled update for region-file: (-10, -9) (Map: world)
[2026-06-02 01:47:30][FINE] Scheduled update for region-file: (-10, -8) (Map: world)
[2026-06-02 01:47:30][FINE] Scheduled update for region-file: (-7, 9) (Map: world)
[2026-06-02 01:47:30][FINE] Scheduled update for region-file: (-8, 9) (Map: world)
[2026-06-02 01:47:30][FINE] Scheduled update for region-file: (-8, 10) (Map: world)
[2026-06-02 01:47:30][FINE] Scheduled update for region-file: (-7, 10) (Map: world)
[2026-06-02 01:47:32][FINE] Scheduled update for region-file: (0, 0) (Map: world)
[2026-06-02 01:47:32][FINE] Scheduled update for region-file: (-1, 0) (Map: world)
[2026-06-02 01:47:33][FINE] Scheduled update for region-file: (3, 3) (Map: world)
[2026-06-02 01:47:39][FINE] Scheduled update for region-file: (3, 3) (Map: world)
[2026-06-02 01:47:53][FINE] Scheduled update for region-file: (-2, -3) (Map: world)
[2026-06-02 01:47:53][FINE] Scheduled update for region-file: (-2, -2) (Map: world)
[2026-06-02 01:47:53][FINE] Scheduled update for region-file: (-1, -3) (Map: world)
[2026-06-02 01:47:53][FINE] Scheduled update for region-file: (-1, -2) (Map: world)
[2026-06-02 01:47:54][FINE] Scheduled update for region-file: (-6, -1) (Map: world)
[2026-06-02 01:47:54][FINE] Scheduled update for region-file: (-1, -1) (Map: world)
[2026-06-02 01:47:57][FINE] Scheduled update for region-file: (3, 3) (Map: world)
[2026-06-02 01:48:03][FINE] Scheduled update for region-file: (3, 3) (Map: world)
[2026-06-02 01:48:09][FINE] Scheduled update for region-file: (-1, 0) (Map: world)
[2026-06-02 01:48:20][FINE] Scheduled update for region-file: (-5, -1) (Map: world)
[2026-06-02 01:48:24][FINE] Scheduled update for region-file: (3, 3) (Map: world)
[2026-06-02 01:48:33][FINE] Scheduled update for region-file: (-1, 0) (Map: world)
[2026-06-02 01:48:36][FINE] Scheduled update for region-file: (-5, 0) (Map: world)
[2026-06-02 01:48:38][FINE] Scheduled update for region-file: (-5, -1) (Map: world)
[2026-06-02 01:48:44][FINE] Scheduled update for region-file: (5, -8) (Map: world)
[2026-06-02 01:48:48][FINE] Scheduled update for region-file: (4, -8) (Map: world)
[2026-06-02 01:48:52][FINE] Scheduled update for region-file: (3, -10) (Map: world)
[2026-06-02 01:48:52][FINE] Scheduled update for region-file: (3, -9) (Map: world)
[2026-06-02 01:48:52][FINE] Scheduled update for region-file: (4, -10) (Map: world)
[2026-06-02 01:48:54][FINE] Scheduled update for region-file: (4, -9) (Map: world)
[2026-06-02 01:49:01][FINE] Scheduled update for region-file: (-8, 3) (Map: world)
[2026-06-02 01:49:01][FINE] Scheduled update for region-file: (-8, 4) (Map: world)
[2026-06-02 01:49:01][FINE] Scheduled update for region-file: (-9, 3) (Map: world)
[2026-06-02 01:49:01][FINE] Scheduled update for region-file: (-9, 4) (Map: world)
[2026-06-02 01:49:08][FINE] Scheduled update for region-file: (-7, 9) (Map: world)
[2026-06-02 01:49:08][FINE] Scheduled update for region-file: (-6, 9) (Map: world)
[2026-06-02 01:49:08][FINE] Scheduled update for region-file: (-5, 8) (Map: world)
[2026-06-02 01:49:08][FINE] Scheduled update for region-file: (-4, 8) (Map: world)
[2026-06-02 01:49:09][FINE] Scheduled update for region-file: (7, 8) (Map: world)
[2026-06-02 01:49:09][FINE] Scheduled update for region-file: (6, 8) (Map: world)
[2026-06-02 01:49:09][FINE] Scheduled update for region-file: (0, 9) (Map: world)
[2026-06-02 01:49:09][FINE] Scheduled update for region-file: (1, 9) (Map: world)
[2026-06-02 01:49:10][FINE] Scheduled update for region-file: (-3, -5) (Map: world)
[2026-06-02 01:49:10][FINE] Scheduled update for region-file: (-3, -4) (Map: world)
[2026-06-02 01:49:10][FINE] Scheduled update for region-file: (-3, 6) (Map: world)
[2026-06-02 01:49:10][FINE] Scheduled update for region-file: (-2, 6) (Map: world)
[2026-06-02 01:49:11][FINE] Scheduled update for region-file: (0, 0) (Map: world)
[2026-06-02 01:49:11][FINE] Scheduled update for region-file: (5, -2) (Map: world)
[2026-06-02 01:49:11][FINE] Scheduled update for region-file: (-5, 1) (Map: world)
[2026-06-02 01:49:11][FINE] Scheduled update for region-file: (-6, 1) (Map: world)
[2026-06-02 01:49:11][FINE] Scheduled update for region-file: (-6, 2) (Map: world)
[2026-06-02 01:49:11][FINE] Scheduled update for region-file: (-5, 2) (Map: world)
[2026-06-02 01:49:11][FINE] Scheduled update for region-file: (2, 0) (Map: world)
[2026-06-02 01:49:11][FINE] Scheduled update for region-file: (2, -1) (Map: world)
[2026-06-02 01:49:11][FINE] Scheduled update for region-file: (3, -1) (Map: world)
[2026-06-02 01:49:11][FINE] Scheduled update for region-file: (3, 0) (Map: world)
[2026-06-02 01:49:12][FINE] Scheduled update for region-file: (9, 0) (Map: world)
[2026-06-02 01:49:12][FINE] Scheduled update for region-file: (3, 9) (Map: world)
[2026-06-02 01:49:12][FINE] Scheduled update for region-file: (4, 9) (Map: world)
[2026-06-02 01:49:12][FINE] Scheduled update for region-file: (3, 10) (Map: world)
[2026-06-02 01:49:12][FINE] Scheduled update for region-file: (4, 10) (Map: world)
[2026-06-02 01:49:12][FINE] Scheduled update for region-file: (-5, -5) (Map: world)
[2026-06-02 01:49:12][FINE] Scheduled update for region-file: (-4, -5) (Map: world)
[2026-06-02 01:49:12][FINE] Scheduled update for region-file: (-5, -4) (Map: world)
[2026-06-02 01:49:12][FINE] Scheduled update for region-file: (-4, -4) (Map: world)
[2026-06-02 01:49:13][FINE] Scheduled update for region-file: (-10, -8) (Map: world)
[2026-06-02 01:49:13][FINE] Scheduled update for region-file: (-11, -8) (Map: world)
[2026-06-02 01:49:13][FINE] Scheduled update for region-file: (6, -1) (Map: world)
[2026-06-02 01:49:13][FINE] Scheduled update for region-file: (6, 0) (Map: world)
[2026-06-02 01:49:13][FINE] Scheduled update for region-file: (5, -1) (Map: world)
[2026-06-02 01:49:13][FINE] Scheduled update for region-file: (5, 0) (Map: world)
[2026-06-02 01:49:13][FINE] Scheduled update for region-file: (-1, 0) (Map: world)
[2026-06-02 01:49:13][FINE] Scheduled update for region-file: (3, -10) (Map: world)
[2026-06-02 01:49:13][FINE] Scheduled update for region-file: (3, -9) (Map: world)
[2026-06-02 01:49:16][FINE] Scheduled update for region-file: (3, 3) (Map: world)
